signal_ghz,signal_power_dbm,compression_db,phase_shift_rad,point_status
6.943,-145.35393324661297,5.5765036179877825e-06,-5.719115345748094e-07,VALID_SOLVED
6.943,-140.02059991327963,2.030444465184189e-05,-2.082369117584193e-06,VALID_SOLVED
6.943,-134.6872665799463,7.059339085913052e-05,-7.2398750976532256e-06,VALID_SOLVED
6.943,-129.35393324661294,0.00024230377577794115,-2.4850136806975343e-05,VALID_SOLVED
6.943,-124.02059991327963,0.0008285744302067855,-8.497780174110403e-05,VALID_SOLVED
6.943,-118.68726657994628,0.002829582451473911,-0.0002902688266597231,VALID_SOLVED
6.943,-113.35393324661297,0.009653834436296194,-0.000990939766980059,VALID_SOLVED
6.943,-108.02059991327963,0.032858351916527084,-0.003379952339292558,VALID_SOLVED
6.943,-102.68726657994631,0.11098003505487952,-0.01149779283502328,VALID_SOLVED
6.943,-97.35393324661295,0.36559986286032853,-0.03878187708595693,VALID_SOLVED
6.943,-92.02059991327963,1.1195399714670167,-0.12751037835157275,VALID_SOLVED
6.943,-86.68726657994628,2.914746799451178,-0.3992020746984579,VALID_SOLVED
6.943,-81.35393324661295,6.155874928695425,-1.0842464564849486,VALID_SOLVED
6.943,-76.02059991327963,12.39071596312936,-2.1387167006508223,VALID_SOLVED
7.29,-156.02059991327963,0.0,0.0,VALID_SOLVED
7.29,-150.68726657994628,1.4425665213479988e-06,-1.7666722262887902e-07,VALID_SOLVED
7.29,-145.35393324661297,6.368332577721958e-06,-7.799056009893945e-07,VALID_SOLVED
7.29,-140.02059991327963,2.318755661079308e-05,-2.8396869300451044e-06,VALID_SOLVED
7.29,-134.6872665799463,8.061719097796072e-05,-9.872845792457952e-06,VALID_SOLVED
7.29,-129.35393324661294,0.00027670826074199795,-3.38871506087024e-05,VALID_SOLVED
7.29,-124.02059991327963,0.0009462105098005935,-0.00011587630573073326,VALID_SOLVED
7.29,-118.68726657994628,0.0032306498440632936,-0.00039577725548145537,VALID_SOLVED
7.29,-113.35393324661297,0.011016803625707894,-0.0013506616476108846,VALID_SOLVED
7.29,-108.02059991327963,0.03745408393650962,-0.004601513061541329,VALID_SOLVED
7.29,-102.68726657994631,0.1266029471559431,-0.015591587697635134,VALID_SOLVED
7.29,-97.35393324661295,0.4291823292143704,-0.05182272373521313,VALID_SOLVED
7.29,-92.02059991327963,1.3963100759000362,-0.16370458626795648,VALID_SOLVED
7.29,-86.68726657994628,3.578030594410997,-0.45085736184938163,VALID_SOLVED
7.29,-81.35393324661295,6.6834211748802765,-1.1317388659673098,VALID_SOLVED
7.29,-76.02059991327963,12.291317731003577,-2.2671031930772556,VALID_SOLVED
7.629,-156.02059991327963,0.0,0.0,VALID_SOLVED
7.629,-150.68726657994628,1.8490925519643042e-06,-1.8516578492722147e-07,VALID_SOLVED
7.629,-145.35393324661297,8.162795374744292e-06,-8.174257084547776e-07,VALID_SOLVED
7.629,-140.02059991327963,2.9719276707140807e-05,-2.9763346041100647e-06,VALID_SOLVED
7.629,-134.6872665799463,0.00010330228193922153,-1.0348343137955851e-05,VALID_SOLVED
7.629,-129.35393324661294,0.0003542912615444038,-3.5524022079069795e-05,VALID_SOLVED
7.629,-124.02059991327963,0.0012077314167768805,-0.00012155801112490039,VALID_SOLVED
7.629,-118.68726657994628,0.004083192814540837,-0.00041601424324433367,VALID_SOLVED
7.629,-113.35393324661297,0.013477339574667013,-0.0014293639397737756,VALID_SOLVED
7.629,-108.02059991327963,0.04159489033866848,-0.004973537701448372,VALID_SOLVED
7.629,-102.68726657994631,0.11743963225409715,-0.017764472032227197,VALID_SOLVED
7.629,-97.35393324661295,0.4314222689136713,-0.06165313331964972,VALID_SOLVED
7.629,-92.02059991327963,1.5371719208260295,-0.18493758179512865,VALID_SOLVED
7.629,-86.68726657994628,3.690254897519786,-0.48538371782906653,VALID_SOLVED
7.629,-81.35393324661295,7.186961795685487,-1.2902997727887338,VALID_SOLVED
7.629,-76.02059991327963,14.030538703941334,-2.3567354434617207,VALID_SOLVED
